timestamp,question_id,question_text,transcript,grade_level,grade_marks,coverage
2026-02-03T15:30:10,Q4,What is the 'Von Neumann Architecture'?,it is a computer architecture designed that consists of a processing unit control unit memory input output mechanisms and a bassist,GOOD,10,0.8461538461538461
2026-02-03T16:01:56,Q85,What is the function of input() in Python?,,INCORRECT,0,0.0
2026-02-03T16:03:08,Q85,What is the function of input() in Python?,it allows the user to enter the data for the keyboard which is written as a string,GOOD,10,0.875
2026-02-03T16:05:07,Q231,What is 'Maintenance' in SDLC?,the final phase in all the correct errors improving performance and adapting the software to change the environment,GOOD,10,0.9090909090909091
2026-02-03T16:05:41,Q228,What is a 'Sequence Diagram'?,a ml diagram that shows how objects interact with each other in a specific time series,GOOD,10,0.8181818181818182
2026-02-03T16:06:31,Q108,What is the purpose of the open() function in Python?,it opens a file and returns a file project which follows writing writing and adapting to the file,PARTIAL,7,0.5555555555555556
2026-02-03T16:07:06,Q36,What are 'Functional Requirements'?,requirements that define specific behaviors of functions and the system what the system should,GOOD,10,0.8888888888888888
2026-02-03T16:07:40,Q196,What is 'Parity Bit'?,a bit added to a string of binary code to ensure that the total number of ib1 bit is in the string is even or boom,GOOD,10,0.7692307692307693
2026-02-03T16:08:08,Q89,What is 'Indentation' in Python?,white space at beginning of a line use the define the scope of loop functions and control structures blocks of course,GOOD,10,0.8333333333333334
2026-02-03T16:08:54,Q38,What is a 'Database Management System' (DBMS)?,a dbms is software that interface interact with end users applications and the database itself to come capture and analyze data,GOOD,10,1.0
2026-02-03T16:09:28,Q247,What is a 'Karnaugh Map' (K-Map)?,a meter door is specified by the lg bra expressions i organizing true table values into a grid,PARTIAL,7,0.5
2026-02-03T16:09:56,Q45,What is a 'Primary Key'?,a primary case is specific choice that means that include that so i,INCORRECT,0,0.21428571428571427
2026-02-03T17:45:34,Q153,What is the 'Accumulator' in a CPU?,it is a register in the alu that holds intermediate arithmetic and logic results during process,GOOD,10,1.0
2026-02-03T17:45:46,Q115,State De Morgan's First Law.,,INCORRECT,0,0.0
2026-02-03T17:46:40,Q198,What is 'One's Complement'?,a method to represent negative numbers by imitation of the beats of the positive number,PARTIAL,7,0.6666666666666666
2026-02-03T17:47:08,Q234,What is 'System Testing'?,test in the complete and integrated software product to verify that it needs specific requirements,GOOD,10,0.7777777777777778
2026-02-03T17:47:10,Q186,What is a 'XOR' (Exclusive OR) Gate?,,INCORRECT,0,0.0
2026-02-03T17:47:11,Q110,"What does file mode ""a"" signify in Python?",,INCORRECT,0,0.0
2026-02-03T17:47:13,Q154,What is the 'Instruction Register' (IR)?,,INCORRECT,0,0.0
2026-02-03T17:47:14,Q188,What is a 'Sequential Circuit'?,,INCORRECT,0,0.0
2026-02-03T17:47:15,Q106,What is the Serial.println() function used for?,,INCORRECT,0,0.0
2026-02-03T17:47:17,Q175,What is a 'CLI' (Command Line Interface)?,,INCORRECT,0,0.0
2026-02-03T18:18:29,Q183,What is a 'Logic Gate'?,,INCORRECT,0,0.0
2026-02-03T18:18:50,Q82,What is 'Inline CSS'?,mms,INCORRECT,0,0.0
2026-02-03T18:19:05,Q41,What is an 'Attribute' in an ERD?,we will immediately admit to it,INCORRECT,0,0.0
2026-02-03T18:19:12,Q221,What is 'Requirement Gathering' in SDLC?,it s a f k matemusic,INCORRECT,0,0.0
2026-02-03T18:19:18,Q32,What is 'Packet Switching'?,i agree,INCORRECT,0,0.0
2026-02-03T18:19:22,Q244,What is 'Boolean Algebra'?,need to get real out again,INCORRECT,0,0.0
2026-02-03T18:19:25,Q181,What is 'Spyware'?,,INCORRECT,0,0.0
2026-02-03T18:19:29,Q92,What is the else statement?,,INCORRECT,0,0.0
2026-02-03T18:19:31,Q107,Define 'Syntax Error' in programming.,,INCORRECT,0,0.0
2026-02-03T18:19:37,Q24,What is 'Guided Media'?,give it that out,INCORRECT,0,0.0
2026-02-03T22:35:18,Q129,What is 'Throughput'?,testing one two three again and then after a while i had to,INCORRECT,0,0.09090909090909091
2026-02-03T22:38:31,Q83,What is an 'Interpreter' in Python?,,INCORRECT,0,0.0
2026-02-03T22:38:47,Q83,What is an 'Interpreter' in Python?,testoo 120 fantastick,INCORRECT,0,0.0
2026-02-03T22:46:28,Q168,What is 'Rotational Latency'?,the time waiting for the disk sector the rotate use under the right and right,PARTIAL,7,0.6666666666666666
2026-02-03T22:47:02,Q204,What is 'Fiber Optic' transmission?,the laws digital data transformation over long distance and at high data rates then the electric system by using plus or light draw glasses glasses traits,PARTIAL,7,0.6470588235294118
2026-02-03T22:47:27,Q223,What is 'Technical Feasibility'?,as a result of the organization has the technology and resources to build the system,GOOD,10,0.75
2026-02-03T22:48:07,Q135,What is an 'IP Address'?,an internet protocol ip address is a num america label assigned tool each device connected to a computer network that uses the internet protocol communication,GOOD,10,0.9166666666666666
2026-02-03T22:48:24,Q211,What is the 'Session Layer' in the OSI model?,id manages the establishment maintains and termination of connections sections between the application,GOOD,10,0.75
2026-02-03T22:48:46,Q111,What is the function of f.read() in Python?,it reads the enter content of the file or a specific number of characters and return it as a string,GOOD,10,0.8888888888888888
2026-02-03T22:49:10,Q56,What is the function of 'DNS' (Domain Name System)?,dns translate human reliable domain names like www google com and ip address that computers use to identify each user,GOOD,10,0.8823529411764706
2026-02-03T22:49:18,Q141,What is the ALTER TABLE command used for?,blah blah blah blah blah,INCORRECT,0,0.0
2026-02-03T22:49:50,Q122,What is 'Sign-Magnitude' representation?,a method of representing signed number with the most significant bit msb is the sign bit and the remaining bits represent the magnet you,GOOD,10,0.8571428571428571
2026-02-03T23:01:16,Q126,What is 'Clock Speed' in a CPU?,the rate at which a processor execute interaction typically measured in hertz or gigahertz,PARTIAL,7,0.7272727272727273
2026-02-03T23:02:45,Q72,What is '2NF' (Second Normal Form)?,the relation is in 2nf is it is in 1nf and every non primer key attribute is fully functionally dependent on the primary key no partial dependency,GOOD,10,0.9333333333333333
2026-02-03T23:03:08,Q102,What is the function of analogWrite() in Arduino?,it writes analog values pwm vr to a pin typically use the face on iled or control motor speed,GOOD,10,0.8461538461538461
2026-02-03T23:03:31,Q236,What is 'Pseudocode'?,so dogo and information high level description of the operation practical of computer program or other algorithms,GOOD,10,0.8
2026-02-03T23:04:05,Q116,State De Morgan's Second Law.,the complement of the sum of two variables is equal to product of their they are completely complement a plus b inverse samanai a inverse dot b inverse,GOOD,10,1.0
2026-02-03T23:04:42,Q205,What is the function of a 'Modem'?,a modulator the modulator convert digital signs of a computer in analog signals of transformation for telephone line and vice vice,PARTIAL,7,0.7142857142857143
2026-02-03T23:05:14,Q132,What is 'Half-Duplex' transmission?,a communication mode where data can flow is both directions but not similarity example walking,GOOD,10,0.7692307692307693
2026-02-03T23:05:34,Q44,What is 'SQL' (Structured Query Language)?,sql leads standard language for storing manipulating and retrieving data is database,GOOD,10,1.0
2026-02-03T23:05:53,Q238,What is a 'Runtime Error'?,and error that occur while the program is running often cause is the crash division by 0,GOOD,10,0.8
2026-02-03T23:06:16,Q49,What is 'White Box Testing'?,a testing method with the dia internal structure designing implementation of this item begin testing test is known to the test,PARTIAL,7,0.6363636363636364
2026-02-03T23:24:37,Q246,What is 'De Morgan’s Law'?,roll in boolean algebra at the state the relationship between ando and all operations and is equal to ov with inverse input,PARTIAL,7,0.6363636363636364
2026-02-03T23:24:58,Q208,Define 'Network Protocol'.,a set of rules and commissions that define how data is turned transmit and received overnator,PARTIAL,7,0.7
2026-02-03T23:25:25,Q151,What is 'Acceptance Testing'?,formal testing with the received that use and need requirements and business process conducted to determine whether or not a system is satisfied with the accepted criteria,GOOD,10,0.875
2026-02-03T23:25:43,Q247,What is a 'Karnaugh Map' (K-Map)?,the method to simplify boolean algebra expressions by organizing truth table value in the grid,GOOD,10,1.0
2026-02-03T23:26:07,Q180,What is a 'Trojan Horse'?,in a way that mirrors uses of its true intent both can a distinction itself a discriminative,WEAK,3,0.4
2026-02-03T23:26:29,Q249,What is a 'Full Adder'?,a communal circuit that adds 3 bits to inputs and a carry in and output a sum and a carrier,PARTIAL,7,0.6363636363636364
2026-02-03T23:26:55,Q159,What is the 'Address Bus'?,a undirectional bus used by the cpu to specific the physical address of the memory location it won t do xess,PARTIAL,7,0.7272727272727273
2026-02-03T23:27:21,Q11,What is a 'Flip-Flop' in digital circuits?,a flip flop is a circuit that has to stable state and can be used to store state information a single bit of data,GOOD,10,0.9333333333333333
2026-02-03T23:27:51,Q111,What is the function of f.read() in Python?,it reads the entire content of the file of a specific name number of characters and rest stay free,GOOD,10,0.7777777777777778
2026-02-03T23:28:17,Q122,What is 'Sign-Magnitude' representation?,a method of representing sign numbers whether the most significant bit msb is the sign bit and the remain which represent magnetune,PARTIAL,7,0.7142857142857143
2026-02-10T22:13:48,Q127,Building Blocks of IS,What is 'Cache Memory'?,but he is cashmever,INCORRECT,0,0.0
2026-02-10T22:14:13,Q143,DBMS,What is 'Referential Integrity'?,what is referential interview,INCORRECT,0,0.0
2026-02-10T22:14:19,Q223,Systems Analysis,What is 'Technical Feasibility'?,what is technical feasibility,INCORRECT,0,0.0
2026-02-10T22:14:29,Q7,Data Representation,What is 'Two's Complement'?,t s 2 compliments,INCORRECT,0,0.0
2026-02-10T22:59:25,Q44,DBMS,What is 'SQL' (Structured Query Language)?,sql is a standard language for sorting manipulating and retrieving data in database,GOOD,10,0.9833333333333333
2026-02-10T22:59:52,Q150,Systems Analysis,What is 'System Testing'?,testing conduct on complete integrated system to evaluate the system comp files within with its specific required,PARTIAL,7,0.6944444444444444
2026-02-10T23:00:12,Q128,Networking,Define 'Bandwidth' in networking.,the maximum rate of data transfer across a given path usually measured in beats per second,GOOD,9,0.8916666666666666
2026-02-10T23:00:44,Q110,Programming,"What does file mode ""a"" signify in Python?",keep open a file for appliteing data is written to the end of the file without overwriting,PARTIAL,7,0.6649999999999999
2026-02-10T23:01:11,Q156,Building Blocks of IS,What is the 'Memory Data Register' (MDR)?,in all the data we can transfer to or from the memory frame,PARTIAL,6,0.6074999999999999
2026-02-10T23:01:41,Q143,DBMS,What is 'Referential Integrity'?,her database concept ensured that relationship between tables remains consistent for in key value must match a primary key in the parent table,PARTIAL,5,0.485
2026-02-10T23:02:22,Q85,Programming,What is the function of input() in Python?,it allows the user to enter data from the keyboard which is written as a string,GOOD,9,0.8749999999999999
2026-02-10T23:02:47,Q236,Programming,What is 'Pseudocode'?,and informers high level description of operating practicers of a computer program or other algorithm,GOOD,8,0.76
2026-02-10T23:03:18,Q91,Programming,What does the if statement do?,it is a control flow statement execute a block code only if a specified condition is true,GOOD,10,0.9666666666666667
2026-02-10T23:03:43,Q71,DBMS,What is '1NF' (First Normal Form)?,priority of a relation is relational data whether they are table as no repeating groups and all attributes are automatic,PARTIAL,6,0.6307692307692307
2026-02-10T23:32:03,Q34,Systems Analysis,What is the 'Waterfall Model'?,linear square layer software development life cycle sdsc model way of progress in flows downwards through face like requirement designing implementation and,PARTIAL,6,0.5784313725490197
2026-02-10T23:32:29,Q53,Networking,Describe 'Bus Topology'.,a network setup where each computer and network device is connected to single cable or backboard,GOOD,8,0.7966666666666666
2026-02-10T23:32:53,Q231,Systems Analysis,What is 'Maintenance' in SDLC?,the final phase involving corrective errors improving performance and adapting the software to change the environment,GOOD,8,0.8238636363636364
2026-02-10T23:33:29,Q106,IoT,What is the Serial.println() function used for?,it s print data to the serial port as human reelable as key that followed by a carrying carriage returned character,PARTIAL,6,0.6166666666666667
2026-02-10T23:33:53,Q186,Building Blocks of IS,What is a 'XOR' (Exclusive OR) Gate?,a digital logic circuit where the output depends only on the parent component of input variables,WEAK,3,0.2958333333333333
2026-02-10T23:34:22,Q42,DBMS,Define 'Normalization' in databases.,normalization is the process of organizing data in database 2 reduce reduce scene and build,PARTIAL,6,0.6016666666666666
2026-02-10T23:35:11,Q205,Networking,What is the function of a 'Modem'?,a modulator demodulator convert digital signals from a computer into a log signal from transmission over a timphone lines and vice verse,PARTIAL,7,0.7166666666666667
2026-02-10T23:35:22,Q99,Programming,What is a 'Compiler'?,it is the campai la is the checa in the baguette,INCORRECT,0,0.0
2026-02-10T23:35:33,Q29,Networking,What is a 'MAC Address'?,the mac address is the physical address in the physical device,INCORRECT,2,0.191025641025641
2026-02-10T23:35:49,Q174,Operating Systems,What is a 'GUI' (Graphical User Interface)?,the graphical user interface is that means what is the display ink user to graphical,WEAK,3,0.32121212121212117
2026-02-11T00:10:28,Q121,Data Representation,What is 'BCD' (Binary Coded Decimal)?,a glass of binary encoding of decimal number where which decimal jit is represented by a fixed number of bits usually for,GOOD,8,0.75
2026-02-11T00:10:55,Q20,Networking,What is 'Simplex Mode' in transmission?,in simplex mode communication is any directional data flow in only one direction example radiobirdscards broadcast d,GOOD,9,0.9196969696969697
2026-02-11T00:11:17,Q178,ICT and Society,What is 'Malware'?,militius software designed to cause damage to a computer server client or computer network,GOOD,8,0.8097222222222221
2026-02-11T00:11:47,Q4,Building Blocks of IS,What is the 'Von Neumann Architecture'?,it is a computer architecture design that consists of a processing unit control unit memory input output mechanisms and a bus system,GOOD,10,0.95
2026-02-11T00:12:10,Q185,Building Blocks of IS,What is a 'NOR' Gate?,allow you to create that produce a high output only if all the inputs are low zero,PARTIAL,7,0.7266666666666666
2026-02-11T00:12:47,Q191,Building Blocks of IS,What is a 'Flip-Flop'?,the circuit that has two stable state and can be used to store state information a single bit,GOOD,10,0.95
2026-02-11T00:13:02,Q186,Building Blocks of IS,What is a 'XOR' (Exclusive OR) Gate?,oxr gate is the logicate using an ogat inverse part is the oxrr,INCORRECT,1,0.05833333333333333
2026-02-11T00:13:20,Q154,Building Blocks of IS,What is the 'Instruction Register' (IR)?,in the registration area there is the vatis of the keyway,INCORRECT,0,0.0
2026-02-11T00:13:30,Q72,DBMS,What is '2NF' (Second Normal Form)?,2 nf is second normal form like that is very beauty,INCORRECT,0,0.04666666666666666
2026-02-11T00:13:40,Q231,Systems Analysis,What is 'Maintenance' in SDLC?,and maintain a stlc architecture system and i should use in do,INCORRECT,0,0.0
2026-02-18T00:05:17,Q126,Building Blocks of IS,What is 'Clock Speed' in a CPU?,,INCORRECT,0,0.0
2026-02-18T00:12:51,Q91,Programming,What does the if statement do?,test in 123123 you can see that you have 123 b1 123 b1 you can see that you have 123 b1,INCORRECT,0,0.0
2026-03-03T21:04:54,Q200,Data Representation,What is 'ASCII'?,american standard code for information integrated earth character in coding standard for text,GOOD,9,0.8624999999999999
2026-03-03T21:05:25,Q22,Networking,What is 'Full-Duplex Mode'?,data can be transmitted in both direction similarity example telephone illuminations,PARTIAL,7,0.7166666666666666
2026-03-03T21:05:57,Q34,Systems Analysis,What is the 'Waterfall Model'?,it is a linear sequential designing approach for software development with the process flows down towards true phases like requirements analysis designing implementation and testing,PARTIAL,7,0.6941176470588235
2026-03-03T21:06:23,Q236,Programming,What is 'Pseudocode'?,and information on the high level description of the operational part is the principle of a computer program or other algorithm,GOOD,8,0.76
2026-03-03T21:06:32,Q155,Building Blocks of IS,What is the function of the 'Memory Address Register' (MAR)?,lala lala testing 1 2 3 vatis the function of the memory address register,WEAK,3,0.3
2026-03-03T21:06:40,Q189,Building Blocks of IS,What is a 'Half Adder'?,what is the half elder,INCORRECT,0,0.0
2026-03-03T21:06:51,Q70,DBMS,What is DML (Data Manipulation Language)?,what is dml data manipulation language dms,INCORRECT,1,0.10833333333333334
2026-03-03T21:07:00,Q72,DBMS,What is '2NF' (Second Normal Form)?,that is the nf2 normal 4,INCORRECT,0,0.0
2026-03-03T21:07:18,Q132,Networking,What is 'Half-Duplex' transmission?,in this part we obtain bits of filibus double x transformation,INCORRECT,0,0.0
2026-03-03T21:07:24,Q188,Building Blocks of IS,What is a 'Sequential Circuit'?,what is her sequential circuit,INCORRECT,0,0.04666666666666666
2026-03-03T21:24:03,Q36,Systems Analysis,What are 'Functional Requirements'?,requirements that refine specific behaviors or functional of the system that the system should do,GOOD,8,0.8132936507936507
2026-03-03T21:24:38,Q238,Programming,What is a 'Runtime Error'?,an error that occur while the program is running often cause is 2 crash divisional by 0,GOOD,8,0.8099999999999999
2026-03-03T21:24:59,Q181,ICT and Society,What is 'Spyware'?,software that aims to gather information about the person or organization without their knowledge,GOOD,10,0.95
2026-03-03T21:25:29,Q68,DBMS,What is a 'One-to-Many' relationship?,a relationship where a single record in table can be related to one or more records in table b butter record in table b is related to only one record in table a,GOOD,8,0.8416666666666666
2026-03-03T21:25:54,Q74,Systems Analysis,What is the 'Waterfall Model'?,a linear sequential software development lifecycle model vr process progress flaws downwards true face like requirement designing implementation and maintenance,PARTIAL,6,0.5927631578947368
2026-03-03T21:26:14,Q140,DBMS,What does the DROP TABLE command do?,it deletes an extension table and all its data for the database,GOOD,8,0.7875000000000001
2026-03-03T21:26:18,Q31,Networking,What is a 'Router'?,what is a router,INCORRECT,1,0.07777777777777777
2026-03-03T21:26:27,Q6,Data Representation,Convert the binary number 1010 to decimal.,convert the binary number 10102 desimum,WEAK,4,0.36666666666666664
2026-03-03T21:26:32,Q196,Data Representation,What is 'Parity Bit'?,what is petty beat,INCORRECT,0,0.0
2026-03-03T21:26:38,Q117,Building Blocks of IS,What is a 'Half Adder'?,what these are half ended,INCORRECT,0,0.0
2026-03-05T20:46:28,Q170,Operating Systems,What is an 'Interrupt' in OS?,a single two the process emptied by hardware or software indicating an event that needs implemented actions,PARTIAL,5,0.5158333333333334
2026-03-05T20:47:02,Q6,Data Representation,Convert the binary number 1010 to decimal.,the binary number 1010 is equal to 10 in decimal 8 plus 0 plus 2 plus 0,GOOD,10,0.9833333333333333
2026-03-05T20:47:34,Q158,Building Blocks of IS,What is the 'Data Bus'?,a petriation bus used to transfer actual data between the cpu memory and iot devices,GOOD,9,0.8508333333333333
2026-03-05T20:48:01,Q162,Building Blocks of IS,What is 'DRAM' (Dynamic RAM)?,a type of wallet t wallet i memory that use capacitors to store data and require predict refreshing useful main system memory,GOOD,8,0.7506410256410256
2026-03-05T20:48:21,Q36,Systems Analysis,What are 'Functional Requirements'?,requirements that define specific behaviors or functions of the system what the system should be do,GOOD,9,0.9267857142857142
2026-03-05T20:48:42,Q42,DBMS,Define 'Normalization' in databases.,normalization needs to process of organizing data in the database to reduce reduce and improve data integrity,GOOD,8,0.8405555555555555
2026-03-05T20:49:23,Q204,Networking,What is 'Fiber Optic' transmission?,it allows digital data transformation over loading distance and add higher data rate that electric symbol systems by using the pulses of light to glasses straight,PARTIAL,7,0.7019607843137253
2026-03-05T20:49:49,Q239,Programming,What is 'Variable Scope'?,the recreation of the court with a variable less visible land accessible example local wise global,PARTIAL,6,0.5888888888888889
2026-03-05T20:50:08,Q5,Building Blocks of IS,What is a 'Volatile Memory'?,autotile memory is computer storage that only maintains its data while the device is powered example ram,GOOD,8,0.8482683982683983
2026-03-05T20:50:29,Q53,Networking,Describe 'Bus Topology'.,a network setup where which computer and network device is connected to a signal cable or blackboard,PARTIAL,6,0.5733333333333333
2026-03-05T21:01:53,Q20,Networking,What is 'Simplex Mode' in transmission?,in simplex mode communication needs undirectional data flows in only one direction example use all radio robots,GOOD,9,0.9030303030303031
2026-03-05T21:02:27,Q147,Systems Analysis,What is 'Black Box Testing'?,a method of software testing that examining the functionality of an application without beeping into its internal structure or workers,PARTIAL,7,0.6840909090909091
2026-03-05T21:03:55,Q50,Systems Analysis,What is 'Parallel Deployment'?,a development method for the new system and the all system run similarity for a period of time to ensure the new system works correctly,PARTIAL,6,0.6346153846153846
2026-03-05T21:04:22,Q122,Data Representation,What is 'Sign-Magnitude' representation?,a method of representing signed number we are the more significant bit msp is the signed bit and the remain bit represent the magnitude,PARTIAL,6,0.65
2026-03-05T21:04:52,Q56,Networking,What is the function of 'DNS' (Domain Name System)?,dns translations human rehabilable domains names like www google com into ip address that computers used to identify each other,GOOD,8,0.8176470588235294
2026-03-05T21:05:09,Q36,Systems Analysis,What are 'Functional Requirements'?,requirements that define specific behaviors or functions of the system what the system should do,GOOD,9,0.9267857142857142
2026-03-05T21:05:36,Q222,Systems Analysis,What is 'Feasibility Study'?,and analysis used to determine the variability of the idea in ensuring a project is legally technically and economically justified,GOOD,8,0.828030303030303
2026-03-05T21:05:59,Q241,Programming,What is a 'Function Parameter'?,a variable use in a function to refer to one of the piece of data provided as input into the functions,GOOD,10,0.95
2026-03-05T21:06:26,Q48,Systems Analysis,What is 'Black Box Testing'?,a software testing method in which in the internal structure design implementation of the item begin tested is no to the tester,GOOD,8,0.7714743589743589
2026-03-05T21:06:51,Q65,DBMS,What is a 'Candidate Key'?,a candidate key is a column or set of columns in a table that can uniquely identify any data records without referring to the another any data,GOOD,9,0.85625
2026-04-07T21:08:03,Q248,Building Blocks of IS,What is a 'Half Adder'?,what is half ad,INCORRECT,0,0.0
2026-04-07T21:08:14,Q43,DBMS,What is 'Data Redundancy'?,what is data redundancy,INCORRECT,1,0.09027777777777776
2026-04-07T21:08:20,Q193,Data Representation,What is 'Hexadecimal Number System'?,but is xr decimal number system,INCORRECT,2,0.19999999999999998
2026-04-07T21:08:26,Q75,Systems Analysis,What is 'Prototyping' in SDLC?,what is prototyping in dsdlc,INCORRECT,0,0.0
2026-04-07T21:08:34,Q155,Building Blocks of IS,What is the function of the 'Memory Address Register' (MAR)?,what is the function of memory address register and mayor,WEAK,3,0.3
2026-04-07T21:08:40,Q67,DBMS,Define 'Cardinality' in ER Diagrams.,define cardinal in ear diagraph,INCORRECT,1,0.13999999999999999
2026-04-07T21:08:46,Q61,Systems Analysis,Define 'Data Flow Diagram' (DFD).,define dataflow diagram dfb,INCORRECT,0,0.0
2026-04-07T21:08:50,Q1,Operating Systems,What is an operating system?,what is an operating system,INCORRECT,2,0.18166666666666664
2026-04-07T21:08:55,Q187,Building Blocks of IS,What is a 'Combinational Circuit'?,what is a combination of certain things,INCORRECT,1,0.05833333333333333
2026-04-07T21:09:01,Q153,Building Blocks of IS,What is the 'Accumulator' in a CPU?,but is still accumulated in cpu,INCORRECT,0,0.0
2026-04-07T21:21:07,Q77,Systems Analysis,What is 'Parallel Implementation'?,what is parallel implementation,INCORRECT,0,0.0
2026-04-07T21:21:14,Q87,Programming,What represents a 'String' in Python?,what represent a stringing python,INCORRECT,0,0.0
2026-04-07T21:21:19,Q66,DBMS,What is a 'Composite Key'?,what is a composition key,INCORRECT,1,0.08249999999999999
2026-04-07T21:21:26,Q108,Programming,What is the purpose of the open() function in Python?,what is in the purpose of open function in python,INCORRECT,1,0.14027777777777778
2026-04-07T21:21:34,Q194,Data Representation,What is the 'MSB' (Most Significant Bit)?,uh what is the msp most thing we can do,INCORRECT,1,0.1375
2026-04-07T21:21:42,Q36,Systems Analysis,What are 'Functional Requirements'?,what other functional complete comments up,INCORRECT,2,0.22698412698412695
2026-04-07T21:21:47,Q205,Networking,What is the function of a 'Modem'?,but it is the result of all modern,INCORRECT,0,0.0
2026-04-07T21:21:57,Q132,Networking,What is 'Half-Duplex' transmission?,but each half dw look start solvedation,INCORRECT,1,0.05384615384615385
2026-04-07T21:22:05,Q165,Building Blocks of IS,What is 'CMOS' memory?,but least it message queue,INCORRECT,0,0.0
2026-04-07T21:22:12,Q135,Networking,What is an 'IP Address'?,but is n api address api address,INCORRECT,0,0.016666666666666666
2026-04-07T21:26:13,Q26,Networking,What is the 'OSI Model'?,but this is the osi model,INCORRECT,1,0.09999999999999999
2026-04-07T21:26:19,Q37,Systems Analysis,What are 'Non-Functional Requirements'?,but is a functional requirement,INCORRECT,1,0.05384615384615385
2026-04-07T21:26:26,Q122,Data Representation,What is 'Sign-Magnitude' representation?,but is signal margin tile priority presentation,INCORRECT,0,0.0
2026-04-07T21:26:33,Q141,DBMS,What is the ALTER TABLE command used for?,but is the led on table command useful,INCORRECT,2,0.16249999999999998
2026-04-07T21:26:36,Q183,Building Blocks of IS,What is a 'Logic Gate'?,what is your magic gate,INCORRECT,0,0.0
2026-04-07T21:26:41,Q240,Programming,What is 'Type Casting'?,what is type casting,INCORRECT,1,0.12777777777777777
2026-04-07T21:26:45,Q40,DBMS,What is an 'Entity' in a database?,what is a nantity in database,INCORRECT,0,0.0
2026-04-07T21:26:53,Q6,Data Representation,Convert the binary number 1010 to decimal.,convert to the binary number 10102 decimal,PARTIAL,5,0.49999999999999994
2026-04-07T21:26:56,Q182,ICT and Society,What is 'Ransomware'?,but he is somewhere,INCORRECT,0,0.0
2026-04-07T21:27:03,Q136,Networking,What is the function of a 'Router'?,but is the functional core functional of a router,INCORRECT,0,0.0
2026-04-07T23:03:33,Q69,DBMS,What is DDL (Data Definition Language)?,i don t know maybe i have something about database and schema and structure,INCORRECT,2,0.18059388629044407
2026-04-07T23:04:40,Q146,Systems Analysis,What is the 'Spiral Model'?,it is a software development model focus on an aging risk by combining designing and prototyping at each state,GOOD,8,0.7944008433818818
2026-04-07T23:04:45,Q107,Programming,Define 'Syntax Error' in programming.,define scene text error in programming,INCORRECT,1,0.12179759589489549
2026-04-07T23:04:49,Q178,ICT and Society,What is 'Malware'?,but he smell there,INCORRECT,0,0.005010255146771669
2026-04-07T23:04:54,Q78,Web Technologies,What is an HTML 'Attribute'?,what is nhdml attribute,WEAK,3,0.2833083763718605
2026-04-07T23:04:59,Q90,Programming,What is an 'Assignment Operator' (=)?,vates and assignment operator,INCORRECT,1,0.09361881695804186
2026-04-07T23:05:06,Q212,Networking,What is the 'Transport Layer' in the OSI model?,but is the transport layer is the osi model,INCORRECT,1,0.11190820729534606
2026-04-07T23:05:12,Q138,DBMS,What is 'Structured Query Language' (SQL)?,what is structed query language sqv,INCORRECT,1,0.14014540845528245
2026-04-07T23:05:24,Q199,Data Representation,What is 'Two's Complement'?,katsu sis katsu katsu,INCORRECT,1,0.06067300420254469
2026-04-07T23:05:29,Q202,Networking,What is 'Circuit Switching'?,what is servant sui ji,INCORRECT,0,0.030360555881634353
2026-04-08T21:11:24,Q106,IoT,What is the Serial.println() function used for?,what is the serial print function useful,INCORRECT,2,0.17159045549924484
2026-04-08T21:11:35,Q108,Programming,What is the purpose of the open() function in Python?,what is the purpose of the open function in python,INCORRECT,2,0.17837151000276208
2026-04-08T21:11:42,Q213,DBMS,What is a 'Derived Attribute' in an ER Diagram?,but is derived attribute in a year diagram,INCORRECT,1,0.12292147772677707
2026-04-08T21:11:48,Q121,Data Representation,What is 'BCD' (Binary Coded Decimal)?,but is bcb binary coded decimal,INCORRECT,1,0.1477111544110812
2026-04-08T21:11:51,Q150,Systems Analysis,What is 'System Testing'?,what is system testing,INCORRECT,2,0.1921823277603835
2026-04-08T21:11:56,Q5,Building Blocks of IS,What is a 'Volatile Memory'?,but is a voluntary memory,INCORRECT,1,0.10724128803703933
2026-04-08T21:12:01,Q216,DBMS,What is 'SQL Injection'?,what is sql injections,INCORRECT,2,0.18745956930797547
2026-04-08T21:12:07,Q61,Systems Analysis,Define 'Data Flow Diagram' (DFD).,define dataflow diagram dfd,PARTIAL,7,0.6921204268932343
2026-04-08T21:12:12,Q83,Programming,What is an 'Interpreter' in Python?,a taste and interpreter in python,INCORRECT,2,0.1628285917919129
2026-04-08T21:12:18,Q231,Systems Analysis,What is 'Maintenance' in SDLC?,but it is maintained in the sdlc,INCORRECT,0,0.03674800602093455
2026-04-08T21:26:57,Q202,Networking,What is 'Circuit Switching'?,what is circuit switch,INCORRECT,1,0.09726431872695684
2026-04-08T21:27:01,Q132,Networking,What is 'Half-Duplex' transmission?,but is half new legs transmission,INCORRECT,1,0.05347878384927753
2026-04-08T21:27:07,Q122,Data Representation,What is 'Sign-Magnitude' representation?,what is single magnitude representation,INCORRECT,1,0.14355779918842018
2026-04-08T21:27:11,Q41,DBMS,What is an 'Attribute' in an ERD?,what is an attribute in erd,INCORRECT,2,0.19540414318325927
2026-04-08T21:27:17,Q4,Building Blocks of IS,What is the 'Von Neumann Architecture'?,but it s the multi numerical architecture,INCORRECT,1,0.13833385977195575
